auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,8.3,"Charlie Papazian and Fred Eckhart are the men who launched a thousand breweries. Their writing on the art of homebrewing and steadfast promotion of beer culture helped propel the craft brewing movement. Charlie and Fred agreed to work with us on this special ale in honor of our 30th anniversary. This Imperial Helles Bock is a testament to the ever-evolving brewer?s art. Bold yet balanced with distinct toasted malt character, moderate sweetness and clean and floral hops.",0,https://untappd.akamaized.net/site/beer_logos/beer-30thAnniversaryCharlieFredKensImperialHellesBock_9335.jpeg,,"30th Anniversary - Charlie, Fred & Ken's Imperial Helles Bock",sierra-nevada-brewing-co-30th-anniversary-charlie-fred-ken-s-imperial-helles-bock,Maibock / Heller (Helles) Bock,9335,1142,https://untappd.akamaized.net/site/brewery_logos/brewery-1142_f241d.jpeg,Sierra Nevada Brewing Co.,sierra-nevada-brewing-co,Micro Brewery,http://www.facebook.com/sierranevadabeer,SierraNevada,http://www.sierranevada.com/,United States,Chico,CA,39.7242,-121.815,,,"Mon, 15 Nov 2010 09:08:45 +0000",0,0,9335.0,"Thu, 01 Jan 1970 00:00:00 +0000",14712.0,1250,3.8062,3,1806,1681,0,,,,,,,0.0,[],3.77565,False
0,8.3,"Charlie Papazian and Fred Eckhart are the men who launched a thousand breweries. Their writing on the art of homebrewing and steadfast promotion of beer culture helped propel the craft brewing movement. Charlie and Fred agreed to work with us on this special ale in honor of our 30th anniversary. This Imperial Helles Bock is a testament to the ever-evolving brewer?s art. Bold yet balanced with distinct toasted malt character, moderate sweetness and clean and floral hops.",0,https://untappd.akamaized.net/site/beer_logos/beer-30thAnniversaryCharlieFredKensImperialHellesBock_9335.jpeg,,"30th Anniversary - Charlie, Fred & Ken's Imperial Helles Bock",sierra-nevada-brewing-co-30th-anniversary-charlie-fred-ken-s-imperial-helles-bock,Maibock / Heller (Helles) Bock,9335,1142,https://untappd.akamaized.net/site/brewery_logos/brewery-1142_f241d.jpeg,Sierra Nevada Brewing Co.,sierra-nevada-brewing-co,Micro Brewery,http://www.facebook.com/sierranevadabeer,SierraNevada,http://www.sierranevada.com/,United States,Chico,CA,39.7242,-121.815,,,"Mon, 15 Nov 2010 09:08:45 +0000",0,0,9335.0,"Thu, 01 Jan 1970 00:00:00 +0000",14713.0,1250,3.8062,3,1806,1681,0,,,,,,,0.0,[],3.77565,False
0,8.0,"Hoptopia is Hermitage Brewing Company?s flagship IPA. This amber colored beer has a great aroma that is a mixture of piney, citrus, and floral hop notes. This hop forward beer has a piney hop flavor, mixed in with some grapefruit-like character, and balanced by a toasted malt flavor with hints of caramel. Hoptopia is a well balanced IPA that is remarkably approachable and easy drinking.

**This beer has no affiliation with Hoptopia.com or the Hoptopia iPhone and Android apps.**",65,https://untappd.akamaized.net/site/beer_logos/beer-14714_6d018_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14714_9eb9a_hd.jpeg,Hoptopia,hermitage-brewing-company-hoptopia,IPA - Imperial / Double,14714,3210,https://untappd.akamaized.net/site/brewery_logos/brewery-3210_c5c33.jpeg,Hermitage Brewing,hermitage-brewing-company,Micro Brewery,https://www.facebook.com/HermitageBrewing,hermitagebrews,http://www.hermitagebrewing.com,United States,San Jose,CA,37.3149,-121.866,,,"Tue, 14 Dec 2010 13:23:04 +0000",0,1,,,,4800,3.61583,54,6262,5366,0,,,,,,,0.0,[],3.61793,False
0,0.0,On cask.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Nugget IPA,longwood-brew-pub-and-restaurant-nugget-ipa,IPA - American,14715,335004,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Longwood Brew Pub & Restaurant,longwood-brew-pub-restaurant,Micro Brewery,,,,Canada,,,0.0,0.0,,,"Tue, 14 Dec 2010 13:24:39 +0000",0,1,,,,1,0.0,0,6,6,0,,,,,,,0.0,[],3.57953,False
0,0.0,My ridiculously hoppy Imperial IPA.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,El Chupahopra,nordquist-homebrewing-house-working-title-el-chupahopra,IPA - Imperial / Double,14717,3669,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Nordquist Homebrewing House (working title),nordquist-homebrewing-house-working-title,Home Brewery,,,,United States,,,0.0,0.0,,,"Tue, 14 Dec 2010 13:26:41 +0000",1,1,,,,0,0.0,0,1,1,0,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Belgian Strong Dark,homebrews-belgian-strong-dark,Belgian Strong Dark Ale,14718,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,,,"Tue, 14 Dec 2010 13:28:15 +0000",1,1,,,,18,3.54167,1,50,31,0,,,,,,,0.0,[],3.5661,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-WindandSailDarkAle_14719.jpeg,,Wind & Sail Dark Ale,barley-days-wind-sail-dark-ale,Dark Ale,14719,1448,https://untappd.akamaized.net/site/brewery_logos/brewery-BarleyDays_1448.jpeg,Barley Days Brewery,barley-days-brewery,Micro Brewery,http://www.facebook.com/pages/BARLEY-DAYS-BREWERY-The-Official-Page/116754988345456,barleydaysbrews,http://barleydaysbrewery.com,Canada,Picton,ON,44.0121,-77.1303,,,"Tue, 14 Dec 2010 13:37:17 +0000",0,1,,,,963,3.49273,11,1467,1125,0,,,,,,,0.0,[],3.53077,False
0,4.4,"Bock reflects the tradition of genuine Bavarian beers as a brew only a craftsman like Kosmos Spoetzl, trained in the ""Old Country,"" could bring to life. With its deep amber color, distinctive rich flavor and full body, Shiner Bock demonstrates the care of a handcrafted brewing process to bring forth a mellow taste free of the bitter aftertaste found in many micro, specialty and imported beers. Just think of it as Shiner smooth. ",13,https://untappd.akamaized.net/site/beer_logos/beer-4488_3b1ec_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4488_e4930_hd.jpeg,Shiner Bock,spoetzl-brewery-shiner-bock,Bock,4488,1179,https://untappd.akamaized.net/site/brewery_logos/brewery-SpoetzlBrewery_1179.jpeg,Spoetzl Brewery,spoetzl-brewery,Micro Brewery,http://www.facebook.com/ShinerBeer,ShinerBeer,http://shiner.com,United States,Shiner,TX,29.4291,-97.1705,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,4488.0,"Thu, 01 Jan 1970 00:00:00 +0000",14720.0,153673,3.47343,3845,349085,177330,0,,,,,,,0.0,[],3.47378,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-GrandCruBruocsella_14721.jpeg,,Grand Cru Bruocsella Lambic Bio,brasserie-cantillon-grand-cru-bruocsella-lambic-bio,Lambic - Other,14721,202,https://untappd.akamaized.net/site/brewery_logos/brewery-202_b1625.jpeg,Brasserie Cantillon,brasserie-cantillon,Micro Brewery,http://www.facebook.com/pages/Brasserie-Cantillon/110627652322553,,http://www.cantillon.be/,Belgium,Bruxelles,Bruxelles-Capitale,50.8503,4.35171,,,"Tue, 14 Dec 2010 13:47:47 +0000",0,1,,,,5196,4.00471,117,6841,6189,0,,,,,,,5.0,"[{'beer': {'bid': 261820, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_261820_sm_975c4a2d682e04b39bf1bac9903980.jpeg', 'beer_slug': 'brasserie-cantillon-grand-cru-bruocsella-lambic-bio-2009', 'beer_name': 'Grand Cru Bruocsella Lambic Bio (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 292403, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_292403_sm_e2aa7e98524ae7126460688af22972.jpeg', 'beer_slug': 'brasserie-cantillon-grand-cru-bruocsella-lambic-bio-1998', 'beer_name': 'Grand Cru Bruocsella Lambic Bio (1998)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 344837, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_344837_sm_3d9d9cd5c0e4ed6b967f744c85b5da.jpeg', 'beer_slug': 'brasserie-cantillon-grand-cru-bruocsella-lambic-bio-2008', 'beer_name': 'Grand Cru Bruocsella Lambic Bio (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 376804, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_376804_sm_83867c443a704207795abfe245304b.jpeg', 'beer_slug': 'brasserie-cantillon-grand-cru-bruocsella-lambic-bio-2006', 'beer_name': 'Grand Cru Bruocsella Lambic Bio (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 426977, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_426977_sm_9b71746cccd9a374e2a553a5bccbed.jpeg', 'beer_slug': 'brasserie-cantillon-grand-cru-bruocsella-lambic-bio-2010', 'beer_name': 'Grand Cru Bruocsella Lambic Bio (2010)', 'is_vintage': 1, 'is_variant': 0}}]",3.9851,False
0,0.0,A roasty porter made with Caribbean rum.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Three Halos Rum Porter,nordquist-homebrewing-house-working-title-three-halos-rum-porter,Porter - American,14722,3669,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Nordquist Homebrewing House (working title),nordquist-homebrewing-house-working-title,Home Brewery,,,,United States,,,0.0,0.0,,,"Tue, 14 Dec 2010 13:56:59 +0000",1,1,,,,0,0.0,0,1,1,0,,,,,,,0.0,[],3.786,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-14723_b8aff_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14723_7bff9_hd.jpeg,Spire Mountain Apple Cider,spire-mountain-spire-mountain-apple-cider,Cider,14723,238402,https://untappd.akamaized.net/site/brewery_logos/brewery-238402_f7b82.jpeg,Spire Mountain,spire-mountain,Micro Brewery,https://www.facebook.com/spiremountain/,spiremountain,http://www.spiremountaincider.com/,United States,Olympia,WA,47.0379,-122.901,,,"Tue, 14 Dec 2010 13:59:24 +0000",0,1,,,,1416,3.46186,7,1922,1660,0,,,,,,,0.0,[],3.49537,False
0,4.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-30708_72e24_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30708_fcba3_hd.jpeg,Bully Porter,gray-s-brewing-company-wi-bully-porter,Porter - American,30708,599,https://untappd.akamaized.net/site/brewery_logos/brewery-GraysBrewingCompany_599.jpeg,Gray's Brewing Company (WI),grays-brewing-company-wi,Micro Brewery,https://www.facebook.com/pages/Gray-Brewing-Co/118782008173686,,http://www.graybrewing.com/,United States,Janesville,WI,42.6795,-89.0506,,,"Mon, 14 Feb 2011 23:22:54 +0000",0,1,30708.0,"Thu, 26 Jul 2012 21:33:42 +0000",14724.0,1162,3.26592,18,1452,1288,0,,,,,,,0.0,[],3.34596,False
0,8.0,"Take a hops sabbatical and visit this malty beast of a brew.  Dark, caramel aroma with a subtle sweet finish.  Rich and delicious, begging for a steak dinner.  ",0,https://untappd.akamaized.net/site/beer_logos/beer-21529_71310_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-21529_642fb_hd.jpeg,Riley's Scotch Ale,swans-brewery-riley-s-scotch-ale,Scotch Ale / Wee Heavy,21529,6139,https://untappd.akamaized.net/site/brewery_logos/brewery-6139_e1238.jpeg,Swans Brewery,swans-brewery,Micro Brewery,http://www.facebook.com/swanshotel,swansvictoria,http://www.swanshotel.com,Canada,Victoria,BC,48.4285,-123.369,,,"Wed, 05 Jan 2011 08:42:13 +0000",0,0,21529.0,"Wed, 14 Dec 2011 21:45:25 +0000",14725.0,656,3.60823,2,866,764,0,,,,,,,0.0,[],3.62179,False
0,10.5,"100% barrel aged ale, a blend of all seven recipes of Jewbelation(from year 8 featuring 8 malts, 8 hops and 8%ABV to year 14 featuring 14 malts, 14 hops and 14%ABV) Aged in sazerac 6 year the whiskey barrels. 10.5%ABV. ",85,https://untappd.akamaized.net/site/beer_logos/beer-VerticalJewbelation_8850.jpeg,,He'Brew Vertical Jewbelation,shmaltz-brewing-company-he-brew-vertical-jewbelation,Strong Ale - American,8850,1137,https://untappd.akamaized.net/site/brewery_logos/brewery-1137_fc8ae.jpeg,Shmaltz Brewing Company,shmaltz-brewing-company,Micro Brewery,http://www.facebook.com/ShmaltzBrewing,ShmaltzBrewing,http://www.shmaltzbrewing.com/,United States,Clifton Park,NY,42.9014,-73.7914,,,"Fri, 12 Nov 2010 19:20:35 +0000",0,0,8850.0,"Tue, 25 Oct 2011 07:12:28 +0000",14727.0,903,4.07392,5,1420,1240,0,,,,,,,0.0,[],3.96711,False
0,7.7,"Inspired by Mexican hot chocolate, Telegraph Winter Ale warms even the coldest of nights with its hints of cinnamon, allspice, and sweet ancho chilies. Using generous amounts of chocolate and caramel malts, we brew this beer in limited quantities as a special treat for our friends and families and to celebrate the holidays. Be sure to enjoy it cool, rather than cold, to fully appreciate its complexity.
",0,https://untappd.akamaized.net/site/beer_logos/beer-14728_acda4_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14728_8b7a8_hd.jpeg,Winter Ale,telegraph-brewing-company-winter-ale,Winter Ale,14728,1604,https://untappd.akamaized.net/site/brewery_logos/brewery-1604_a8fc0.jpeg,Telegraph Brewing Company,telegraph-brewing-company,Micro Brewery,http://www.facebook.com/telegraphbrewing,telegraphbrew,http://www.telegraphbrewing.com/,United States,Santa Barbara,CA,34.4229,-119.688,,,"Tue, 14 Dec 2010 14:31:21 +0000",0,1,,,,1828,3.63334,14,2407,2192,0,,,,,,,0.0,[],3.63585,False
0,7.5,"Originally conceived along the lines of a Belgian Dubbel, Hell Hath No Fury? Ale morphed during development into something entirely different. Brewed with Belgian abbey-style yeast, Hell Hath No Fury ? Ale is more akin to a roasty stout, offering warm, roasted notes of coffee & dark chocolate with fruity & clove-like aromas.",8,https://untappd.akamaized.net/site/beer_logos/beer-HellHathNoFuryAle_4142.jpeg,,Hell Hath No Fury... Ale,bell-s-brewery-inc-hell-hath-no-fury-ale,Belgian Dubbel,4142,2507,https://untappd.akamaized.net/site/brewery_logos/brewery-2507_ad044.jpeg,Bell's Brewery,bell-s-brewery,Micro Brewery,https://www.facebook.com/bellsbeer/,BellsBrewery,http://www.bellsbeer.com/,United States,Galesburg,MI,42.2917,-85.5872,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,4142.0,"Thu, 01 Jan 1970 00:00:00 +0000",14729.0,15455,3.73724,20,20682,17518,0,,,,,,,5.0,"[{'beer': {'bid': 31308, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-31308_9cd2f_sm.jpeg', 'beer_slug': 'bell-s-brewery-bourbon-barrel-aged-hell-hath-no-fury-ale', 'beer_name': 'Bourbon Barrel Aged Hell Hath No Fury ... Ale', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1308355, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bell-s-brewery-inc-hell-hath-no-fury-ale-2015', 'beer_name': 'Hell Hath No Fury... Ale (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1380709, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bell-s-brewery-inc-hell-hath-no-fury-2010', 'beer_name': 'Hell Hath No Fury (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1380711, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bell-s-brewery-inc-hell-hath-no-fury-2011', 'beer_name': 'Hell Hath No Fury (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1380712, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bell-s-brewery-inc-hell-hath-no-fury-2012', 'beer_name': 'Hell Hath No Fury (2012)', 'is_vintage': 1, 'is_variant': 0}}]",3.73557,False
0,6.9,Full-bodied cider fermented with Irish stout yeast and molasses,0,https://untappd.akamaized.net/site/beer_logos/beer-Lansdowne_14730.jpeg,,Lansdowne,crispin-cider-company-lansdowne,Cider,14730,2031,https://untappd.akamaized.net/site/brewery_logos/brewery-CrispinBrewing_2031.jpeg,Crispin Cider Company,crispin-cider-company,Cidery / Meadery,https://www.facebook.com/CrispinCider,CrispinCider,http://www.crispincider.com/,United States,Colfax,CA,39.089,-120.951,,,"Tue, 14 Dec 2010 14:43:03 +0000",0,0,,,,1473,3.30804,0,2087,1848,0,,,,,,,0.0,[],3.36657,False
0,8.5,"After two tempestuous months aging aboard BrewDog founder James Watt?s mackerel trawler on the North Atlantic, Atlantic IPA will be the first commercially available, genuine sea-aged IPA in two centuries - a project which is typical of the scale, audacity and boldness characteristic of BrewDog in its quest to take the UK beer industry by storm.",80,https://untappd.akamaized.net/site/beer_logos/beer-AtlanticIPA_14731.jpeg,,Atlantic IPA Ale,brewdog-atlantic-ipa-ale,IPA - English,14731,241,https://untappd.akamaized.net/site/brewery_logos/brewery-241_8c584.jpeg,BrewDog,brewdog,Micro Brewery,http://www.facebook.com/pages/BrewDog/21251598643,BrewDog,http://www.brewdog.com,Scotland,Ellon,Aberdeenshire,57.3716,-2.04834,,,"Tue, 14 Dec 2010 14:49:41 +0000",0,0,,,,55,3.76364,0,91,87,0,,,,,,,0.0,[],3.66754,False
0,5.0,All citra hop pale ale. ,0,https://untappd.akamaized.net/site/beer_logos/beer-KillerWhalePaleAle_14733.jpeg,,Killer Whale Pale Ale,astoria-brewing-co-wet-dog-cafe-killer-whale-pale-ale,Pale Ale - American,14733,2190,https://untappd.akamaized.net/site/brewery_logos/brewery-AstoriaBrewingCompany_2190.jpeg,Astoria Brewing Co. (Wet Dog Cafe),astoria-brewing-co-wet-dog-cafe,Micro Brewery,http://www.facebook.com/wetdogcafe,Astoriabrewing,http://www.wetdogcafe.com/,United States,Astoria,OR,46.1902,-123.831,,,"Tue, 14 Dec 2010 15:05:17 +0000",0,1,,,,183,3.43169,1,228,217,0,,,,,,,0.0,[],3.56878,False
0,9.0,"Organic, Vegan and unfiltered Imperial Ale",55,https://untappd.akamaized.net/site/beer_logos/beer-YggdrasilImperialPale_19162.jpeg,,Yggdrasil Imperial Pale,captured-by-porches-brewing-company-yggdrasil-imperial-pale,Strong Ale - American,19162,2125,https://untappd.akamaized.net/site/brewery_logos/brewery-CapturedByPorches_2125.jpeg,Captured by Porches Brewing Company,captured-by-porches-brewing-company,Micro Brewery,http://facebook.com/capturedbeerbus,CapturedbyPorch,http://www.capturedbyporches.com,United States,St. Helens,OR,45.8613,-122.798,,,"Thu, 30 Dec 2010 12:20:03 +0000",0,1,19162.0,"Mon, 09 Jan 2012 08:57:55 +0000",14734.0,305,3.65,6,365,335,0,,,,,,,0.0,[],3.65044,False
0,5.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bogtrotter Brown Ale,crannog-ales-bogtrotter-brown-ale,Brown Ale - American,14735,4651,https://untappd.akamaized.net/site/brewery_logos/brewery-CrannogAles_4651.jpeg,Crann?g Ales,crann-g-ales,Micro Brewery,http://www.facebook.com/pages/Crann?g-Ales/147130382004277,,http://www.crannogales.com/,Canada,Sorrento,BC,50.881,-119.507,,,"Tue, 14 Dec 2010 16:00:25 +0000",0,1,,,,34,3.38235,0,51,47,0,,,,,,,0.0,[],3.61816,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Racin' Mason,ninkasi-brewing-company-racin-mason,Red Ale - Irish,14736,2840,https://untappd.akamaized.net/site/brewery_logos/brewery-NinkasiBrewingCompany_2840.jpeg,Ninkasi Brewing Company,ninkasi-brewing-company,Micro Brewery,,NinkasiBrewing,http://www.ninkasibrewing.com/,United States,Eugene,OR,44.057,-123.11,,,"Tue, 14 Dec 2010 16:07:57 +0000",0,1,,,,2,0.0,0,4,2,0,,,,,,,0.0,[],3.56383,False
0,4.2,"88 calories and zero carbs. Food match: BIGHEAD will accompany any meal easily, from a hearty pub lunch to a meal of French delicacies. BIGHEAD isn't fussy!",0,https://untappd.akamaized.net/site/beer_logos/beer-14737_82c9d_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14737_936c0_hd.jpeg,Bighead,burleigh-brewing-co-bighead,Lager - Euro,14737,3168,https://untappd.akamaized.net/site/brewery_logos/brewery-3168_e412c.jpeg,Burleigh Brewing Co.,burleigh-brewing-co,Micro Brewery,http://www.facebook.com/BurleighBrewing,burleighbrewing,http://www.burleighbrewing.com,Australia,Burleigh Heads,QLD,-28.1031,153.413,,,"Tue, 14 Dec 2010 16:56:34 +0000",0,1,,,,1841,2.78992,47,2637,2068,0,,,,,,,0.0,[],2.91229,False
0,4.5,This Blonde Ale has an easy malt body and a mild hop aroma produced by traditional English hops. The light straw color and crisp finish make this an easy drinking beer that's great for those hot summer days.,0,https://untappd.akamaized.net/site/beer_logos/beer-IsabellaBlonde_14738.jpeg,,Isabella Blonde,kern-river-brewing-company-isabella-blonde,Blonde Ale,14738,1498,https://untappd.akamaized.net/site/brewery_logos/brewery-KernRiverBrewingCompany_1498.jpeg,Kern River Brewing Company,kern-river-brewing-company,Micro Brewery,https://www.facebook.com/Kern-River-Brewing-Company-332092754207/,kernriverbrewin,http://www.kernriverbrewingcompany.com/,United States,Kernville,CA,35.7575,-118.419,,,"Tue, 14 Dec 2010 17:09:24 +0000",0,1,,,,1429,3.43474,33,1754,1623,0,,,,,,,0.0,[],3.47276,False
0,7.5,"To make Surly Wet we took 1,400 lbs. of hops picked freshly in Oregon and shipped to Minnesota immediately. We brewed this beer three days later. This is a hop forward beer, dry with subdued malt flavors. ",0,https://untappd.akamaized.net/site/beer_logos/beer-_7502_sm_60f332a32dd1d5707db5f86ab47774.jpeg,,Wet,surly-brewing-company-wet,IPA - American,7502,2609,https://untappd.akamaized.net/site/brewery_logos/brewery-2609_28b20.jpeg,Surly Brewing Company,surly-brewing-company,Micro Brewery,http://www.facebook.com/surlybrewing,surlybrewing,http://www.surlybrewing.com,United States,Minneapolis,MN,44.9732,-93.2098,,,"Sat, 06 Nov 2010 05:40:17 +0000",0,1,7502.0,"Thu, 01 Jan 1970 00:00:00 +0000",14739.0,7745,4.07301,4,14382,8867,0,,,,,,,2.0,"[{'beer': {'bid': 1262125, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_7502_sm_60f332a32dd1d5707db5f86ab47774.jpeg', 'beer_slug': 'surly-brewing-company-wet-2015', 'beer_name': 'Wet (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1764391, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_7502_sm_60f332a32dd1d5707db5f86ab47774.jpeg', 'beer_slug': 'surly-brewing-company-wet-2011', 'beer_name': 'Wet (2011)', 'is_vintage': 1, 'is_variant': 0}}]",4.05697,False
0,4.8,"Yet again, hops dominate this beer. The start and finish on this pale ale are very quick and clean. Crisp but well balanced. Cluster and Columbus hops give her a wonderful nose.",55,https://untappd.akamaized.net/site/beer_logos/beer-14740_c586b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14740_fc918_hd.jpeg,Law of Nature Pale Ale,everybody-s-brewing-law-of-nature-pale-ale,Pale Ale - American,14740,2188,https://untappd.akamaized.net/site/brewery_logos/brewery-2188_125a1.jpeg,Everybody's Brewing,everybody-s-brewing,Micro Brewery,https://www.facebook.com/pages/Everybodys-Brewing/92644000623,EverybodysBrew,http://www.everybodysbrewing.com,United States,White Salmon,WA,45.7274,-121.486,,,"Tue, 14 Dec 2010 17:48:33 +0000",0,1,,,,1079,3.6184,7,1394,1232,0,,,,,,,0.0,[],3.62556,False
0,6.35,"If you like hop aroma, flavor, and a clean ? crisp ? balanced bitterness, you will love this beer. Our special double dry hopping regime takes place in the aging tank as well as the serving tank. Simcoe and Amarillo hops render incredible floral and citrus aromas. Special English floor malted barley provides the backbone necessary to round out this fruity, unfiltered, session-like IPA. ",55,https://untappd.akamaized.net/site/beer_logos/beer-GlacierBrewhouseIPA_14741.jpeg,,India Pale Ale,glacier-brewhouse-india-pale-ale,IPA - American,14741,4123,https://untappd.akamaized.net/site/brewery_logos/brewery-GlacierBrewhouse_4123.jpeg,Glacier Brewhouse,glacier-brewhouse,Brew Pub,http://www.facebook.com/GlacierBrewHouse,GBrewHouseAK,http://www.glacierbrewhouse.com/,United States,Anchorage,AK,61.2178,-149.896,,,"Tue, 14 Dec 2010 17:48:35 +0000",0,1,,,,2432,3.7205,66,3549,2704,0,,,,,,,0.0,[],3.71274,False
0,6.2,"Our Desolation is admittedly not for the hop crazed consumer. This IPA is more in the direction of a classic English style. Meaning, a bolder malt character and more layered hop notes. No, you won?t find wafting, sulfury, hop aromas or enamel stripping bitterness but you will get a balanced, deep IPA with flavor from beginning to end.",60,https://untappd.akamaized.net/site/beer_logos/beer-14742_04e8e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14742_617a0_hd.jpeg,Desolation IPA,amnesia-brewing-desolation-ipa,IPA - American,14742,3235,https://untappd.akamaized.net/site/brewery_logos/brewery-3235_02c95.jpeg,Amnesia Brewing,amnesia-brewing,Micro Brewery,https://www.facebook.com/pages/Amnesia-Brewing/111919678932987,amnesiabrewing,http://www.amnesiabrews.com/,United States,Washougal,WA,45.5783,-122.352,,,"Tue, 14 Dec 2010 18:10:59 +0000",0,1,,,,1311,3.54539,7,1861,1541,0,,,,,,,0.0,[],3.56535,False
0,4.7,"Brewed for Saltram of Barossa at Matilda Bay's Garage brewery.

Pepperjack ale brings together the best in craft brewing and contemporary Barossa winemaking. This rouge coloured ale has been created using the finest malted barely grains, intensely aromatic hops and Pepperjack's very own Barossa Valley Shiraz. Exhibiting profound fruit driven aromatics that add tothe complexity of the uniqueselectionof barley and hop, Pepperjack Ale can be enjoyed on any occasion but is best suited to your fridge rather than your cellar.

",0,https://untappd.akamaized.net/site/beer_logos/beer-_14743_sm_79fda231aebf30fdc51c03c9d65c2f.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_14743_hd_a9956a2eab0c1436347701504a8545.jpeg,Pepperjack,matilda-bay-brewing-company-cub-pepperjack,Fruit Beer,14743,835,https://untappd.akamaized.net/site/brewery_logos/brewery-MatildaBayBrewingCompanyCUB_835.jpeg,Matilda Bay Brewing Company,matilda-bay-brewing-company,Micro Brewery,https://www.facebook.com/MatildaBayBrewingCo,matildabaybeer,http://www.matildabay.com.au,Australia,Port Melbourne,VIC,-37.8285,144.937,,,"Tue, 14 Dec 2010 18:20:11 +0000",0,1,,,,529,3.23629,2,857,634,0,,,,,,,0.0,[],3.38817,False
